,ADAM10-FITC,ADAM10-PE,CD14-FITC,CD14-PE,CD4-FITC,CD4-PE,HLA-ABC-PE,HLA-DR-PE,Notch-1-FITC,Notch-2-PE,Notch-3-PE,anti-Goat IgG-AF488,anti-Rabbit IgG-AF488,CD83-AF488,CD83-FITC,CD83-PE,CK2-A1-FITC,CK2-A2-FITC,Notch-4-PE,beta-Catenin-FITC,beta-Tubulin-FITC,CD138-FITC,CD138-PE
Nevi_08_201808021309_3,112.1931030045743,84.48615925451904,,,,,96.16527835211541,92.05519600110404,93.04082189923984,64.93679530410645,23.410195505072778,,,,,,,,,,,,
Nevi_09_201808161438_1,70.83706625504257,83.18734413077152,,,,,104.27200340640873,15.997815006860947,83.75917363156762,59.75609897444309,35.47493003994771,,,,,,,,,,,105.64852796584948,9.981388023153364
Nevi_09_201808161438_2,96.66787858726369,88.15021152540908,,,,,111.4447318042474,41.389240885548396,102.14561464166407,49.70011570788572,68.05342011097349,,,,,,,,,,,103.52353815659069,94.98702338026149
Nevi_09_201808161438_3,92.70963435129426,55.34706447718796,,,,,3.5805107845053588,11.876346773979673,75.4394829586251,3.153664836098503,15.415985810559278,,,,,,,,,,,104.0065679940987,50.6473625379513
Nevi_09_201808161438_4,102.22273546996752,93.53953639248743,,,,,82.51165035002127,55.838229227340456,111.5251315956196,112.67756863157254,56.51106223375154,,,,,,,,,,,108.72501254811749,12.664765622774611
Nevi_10_201811131523_1,86.0603888590397,77.6622022216307,,,,,56.52002517481419,71.84988596192248,28.13386115643058,98.16433933056408,103.0179276010455,,,,,,,,,,,,
Nevi_10_201811131523_2,105.73141184247619,111.64691512757825,,,,,92.64796145886231,91.39535238355298,103.38385624522999,100.97885752705335,115.81946377547563,,,,,,,,,,,,
Nevi_10_201811131523_3,104.50767006750937,98.87168039674643,,,,,72.85548301166607,79.56254831393572,107.23177478019922,103.74511875774128,110.54704782821798,,,,,,,,,,,,
Nevi_10_201811131523_4,101.0987929742329,65.15357643448802,,,,,48.09686410020421,33.770766766102106,72.51458405568908,103.69751277157711,94.35399811017001,,,,,,,,,,,,
Nevi_11_201904251621_1,77.05398637240063,101.36454000221987,,,,,107.95295781966269,64.99211383966502,59.24938217096675,,93.90763897960967,87.63087858431696,93.45813962739703,,,,,,,,,,
Nevi_11_201904251621_2,83.06929532129566,61.29735526937444,,,,,110.4503138748292,34.8270825209389,85.37977626534628,,102.74226289460269,85.93722798087775,93.20082635860997,,,,,,,,,,
Nevi_11_201904251621_3,96.00397144235086,111.1138529252584,,,,,114.70768435910306,94.16355648519125,112.63231977612783,,87.2078584611637,71.53089709954315,83.35965384876056,,,,,,,,,,
Nevi_11_201904251621_4,82.77349321910536,107.65435019413975,,,,,109.08236107932473,91.3535475075166,97.04283107139806,,101.26000976346675,80.74978759057481,85.52993180306872,,,,,,,,,,
Nevi_12_201905161343_3,85.59203786339201,113.53117286345585,,,,,116.9407515217355,111.01802091385656,75.25133486431827,,114.67817884824488,86.87095231126011,96.32760016148028,,,,,,,,,,
Nevi_12_201905161343_4,84.65327316785206,106.7348246357608,,,,,115.56815985172103,83.14039992888581,94.30985452041635,,113.21092673372748,83.70775262479115,95.03975076639286,,,,,,,,,,
Nevi_13_201905241311_3,96.09688718284694,47.4511993642942,,,,,103.05410694237491,56.51388691076643,101.00833528962823,,44.055046946166364,,,,,,,,,,,,
Nevi_13_201905241311_4,88.61700837163251,56.857586724435485,,,,,112.67276302180278,60.46730613772382,76.80471224784668,,84.11308358568719,,,,,,,,,,,,
Nevi_14_201905291344_3,104.92091420034359,85.06542873307723,,,,,115.13483774866636,80.21001742493966,99.66797165451472,,102.653879946684,,,,,,,,,,,,
Nevi_14_201905291344_4,109.5120815534324,90.14500835395219,,,,,113.10332134672979,76.84022513925709,96.66086686619238,,69.33041256049371,,,,,,,,,,,,
Nevi_15_201910021125_1,90.45594432073676,106.4098642445935,,,,,62.737639735934565,57.466074163057755,106.49112300494754,,5.265222266204752,,,,,,,,,,,,
Nevi_15_201910021125_2,75.58823782194148,108.69721318834159,,,,,69.54540159378281,67.33726835094653,108.02829391767453,,113.3424030111553,,,,,,,,,,,,
Nevi_15_201910021125_3,103.98832533953585,103.04050193452191,,,,,58.83867884775376,82.88655740555025,112.12593128641042,,102.28337651915712,,,,,,,,,,,,
Nevi_15_201910021125_4,109.57043300091054,87.77153978907376,,,,,57.247223207190785,82.996702128809,111.62126122577673,,4.207385512547626,,,,,,,,,,,,
Nevi_16_201910151344_3,98.35178094866716,93.109783995576,,,,,71.69174137421285,95.66203131185043,85.57892520339738,,58.722262521351446,,,,,,,,,,,,
Nevi_16_201910151344_4,85.9754191955257,84.35178340426744,,,,,71.8574283382167,67.14437530019714,83.18479349874912,,88.11797735150739,,,,,,,,,,,,
Nevi_17_202005071402_1,108.16244876389993,100.54486357175902,,,,,84.39534231559179,98.05047805626468,77.85439026953651,,114.79441689806606,,,,,,,,,,,,
Nevi_17_202005071402_2,90.04639021846002,102.98059560093941,,,,,70.24783612502345,96.60670860177137,60.49344624838299,,115.30268122084588,,,,,,,,,,,,
Nevi_18_202007020851_1,98.26493569765077,95.50506393892039,,,,,106.52337952481187,41.51255867656896,114.18817878931048,,87.0367451116365,,,,,,,,,,,,
Nevi_18_202007020851_2,91.87927016612628,30.170785281328303,,,,,103.98367099474403,62.238219257603276,110.96782009486475,,82.84100724794982,,,,,,,,,,,,
Nevi_19_202007091415_1,86.77078076302377,102.76013622688176,,,,,91.94462989683532,83.22347116781474,16.565872705609866,,111.58411978025325,,,,,,,,,,,,
Nevi_19_202007091415_2,92.91920191026058,107.18881233418558,,,,,106.9538899655332,107.25724745869925,99.89994411053738,,113.03020683030132,,,,,,,,,,,,
Nevi_20_202012021518_1,78.08296589367643,101.90510087114876,,,,,109.58828938954758,71.02879166785354,83.69751031597683,,100.93348024371342,,,,,,,,,,,,
Nevi_20_202012021518_2,82.62214376852137,102.31297362390615,,,,,114.20222850637622,90.2706663320502,97.9212955550688,,110.5680044122226,,,,,,,,,,,,
Nevi_20_202012021518_3,94.79571959402051,106.50178399361151,,,,,100.40997106320617,100.46347540126965,95.72482248465495,,97.91572109684789,,,,,,,,,,,,
Nevi_20_202012021518_4,93.93847910922608,100.9408291187047,,,,,80.97180455189715,53.06469770087056,107.56214706884816,,107.31334441955012,,,,,,,,,,,,
